TimeOfDay,currentLocation,n
Evening,POINT (616.0916705929326 3659.520243957185),92
Evening,POINT (616.1141707901548 3660.4811351930484),336
Evening,POINT (616.2034980439367 3664.2959362116812),70
Evening,POINT (616.2046256219129 4098.0840573230425),321
Evening,POINT (616.3042892509675 3667.490716107938),321
Evening,POINT (616.3610925421119 3669.090256740332),8
Evening,POINT (616.4196292298327 3670.738608598275),220
Evening,POINT (616.4787559490421 3672.4035753269654),10
Evening,POINT (616.5109291865244 3521.67216233261),50
Evening,POINT (616.7162813472765 3516.6079533807806),5
Evening,POINT (616.7316394585066 3679.5245966709967),321
Evening,POINT (616.7412557312946 3515.9920577474095),122
Evening,POINT (616.8419394939054 3682.6305679064712),6
Evening,POINT (616.8931506079037 3512.246163908047),25
Evening,POINT (616.9753167482688 3510.2198569919196),116
Evening,POINT (616.9839658496976 3686.6299299572156),11
Evening,POINT (617.1581070432301 3505.7120483345366),876
Evening,POINT (617.1664770897986 3505.5056338288196),2
Evening,POINT (617.2205899629829 3504.17115117334),421
Evening,POINT (617.3180681021987 3501.767233613299),64
Evening,POINT (617.3617367059629 3697.26769094177),87
Evening,POINT (617.4007440049489 3698.3661089811294),38
Evening,POINT (617.421566799533 3698.9524641965772),9
Evening,POINT (617.4434516388852 3699.5687258439566),321
Evening,POINT (617.4561980701372 1684.253303602333),21
Evening,POINT (617.5150286885311 3701.584285100272),123
Evening,POINT (617.5908560373251 3497.114726764357),56
Evening,POINT (617.7402392876514 4091.125983902826),41
Evening,POINT (618.0920246105336 3488.8262334438323),321
Evening,POINT (618.0992812758795 4089.499116044868),220
Evening,POINT (618.1813495470618 3720.3474107213124),170
Evening,POINT (618.4547403479305 4087.888482865186),6
Evening,POINT (618.509025353295 3481.9297358264644),126
Evening,POINT (618.624018010996 419.60786747728764),42
Evening,POINT (618.6701169170694 3734.1107552804774),127
Evening,POINT (618.6876035546294 3478.97634986398),320
Evening,POINT (618.7996735162695 4086.3255439802833),322
Evening,POINT (619.2628708151503 4084.226734308576),29
Evening,POINT (619.2656092994469 1672.1194340195452),1
Evening,POINT (619.3144758806034 3468.608925878485),19
Evening,POINT (619.3597837681215 3753.531287592023),64
Evening,POINT (619.4415479457468 3755.8337091903322),1
Evening,POINT (619.4885319150653 4083.204233313483),15
Evening,POINT (619.6036940540604 1669.8522455253217),6
Evening,POINT (619.6301337372782 1669.6749416251473),4
Evening,POINT (619.6324721350104 3761.2099997587325),5
Evening,POINT (619.6407538494844 3761.4432069997256),5
Evening,POINT (619.6645511223278 1669.4441394422013),10
Evening,POINT (619.7284678727488 3763.913172056597),46
Evening,POINT (619.8516114209165 3767.3808075569864),321
Evening,POINT (619.8934018382331 3459.0344549531173),321
Evening,POINT (619.9074282947114 3768.9525713722414),321
Evening,POINT (619.9599424139296 3457.933984678866),321
Evening,POINT (619.9778724950392 3665.3394293684714),1
Evening,POINT (62.08263586794361 4726.762882276073),4
Evening,POINT (62.12104306836419 4726.758075827265),2
Evening,POINT (62.397606270528264 1399.4812353396592),1
Evening,POINT (62.47611067093128 4100.407102621724),3
Evening,POINT (62.6293178922929 4726.697816181707),321
Evening,POINT (620.0233251212022 3456.885740287757),511
Evening,POINT (620.1291376037314 3455.135778096282),30
Evening,POINT (620.1638590898826 3776.173481780944),19
Evening,POINT (620.1847272639505 3776.761114850665),1
Evening,POINT (620.212157493193 3777.5335307678633),1
Evening,POINT (620.3108823479811 4079.478052167119),503
Evening,POINT (620.4579993096255 1664.123294368722),321
Evening,POINT (620.5180201042984 4078.539482949671),24
Evening,POINT (620.5736572448377 2125.802206935325),67
Evening,POINT (620.6604338089286 3789.893826868251),319
Evening,POINT (620.679512600292 3446.0334925048837),294
Evening,POINT (620.7977972093732 1661.8446175631088),103
Evening,POINT (620.9225032512384 3794.6968303167882),4
Evening,POINT (621.0604898662152 3439.732763184086),1
Evening,POINT (621.0614822741732 2127.707250367174),20
Evening,POINT (621.1155976841596 1633.8434754606128),359
Evening,POINT (621.1180822686098 4075.8205200430966),208
Evening,POINT (621.1630143161426 3438.037179574416),12
Evening,POINT (621.1804555178086 3437.7487311535897),22
Evening,POINT (621.2794795878415 3801.2392129793375),57
Evening,POINT (621.3049020074949 3435.6905935255163),5
Evening,POINT (621.3866202281596 3803.2028027072774),11
Evening,POINT (621.6202225349068 3430.475717284281),5
Evening,POINT (621.6628516307038 3429.7707030542156),6
Evening,POINT (621.7068114182322 3809.0710160195813),71
Evening,POINT (621.7159615900781 4073.1114478929703),94
Evening,POINT (621.7232422118698 4478.397200911206),13
Evening,POINT (621.8704837777083 4478.402714241897),18
Evening,POINT (621.9061030942532 1654.4123440991589),3
Evening,POINT (621.9534562236389 3424.964587195762),322
Evening,POINT (622.0208900242512 3814.8272026795994),33
Evening,POINT (622.1925069281828 3423.099920081473),334
Evening,POINT (622.519353687172 2133.400497315978),87
Evening,POINT (622.540904108459 3824.3576134658606),86
Evening,POINT (622.7480988109331 3419.386900081934),321
Evening,POINT (622.7493910188958 3828.178598243703),1
Evening,POINT (622.7538080288458 3419.348745384305),29
Evening,POINT (622.7708846588313 3828.572516839559),79
Evening,POINT (622.9262031814005 4478.442244724727),22
Evening,POINT (623.0109250064025 3832.971788296055),4
Evening,POINT (623.1041760233102 3834.680819886459),3
Evening,POINT (623.1357353934645 3835.259215300854),321
Evening,POINT (623.1722085181542 3835.927666159221),15
Evening,POINT (623.1960659008428 3416.393136465849),21
Evening,POINT (623.2932783655748 3665.336488708826),7
Evening,POINT (623.2951343323293 3415.7310622368095),321
Evening,POINT (623.3350305823406 3838.9117414061966),22
Evening,POINT (623.3371324932489 3838.950263582808),321
Evening,POINT (623.3808560062055 3415.1581843755985),2
Evening,POINT (623.5416797108849 3842.6990447571247),379
Evening,POINT (623.6197112318782 3844.129145348489),27
Evening,POINT (623.6341447512242 3413.4654559446913),4
Evening,POINT (623.644175421853 3844.5775058585086),322
Evening,POINT (623.944984598655 3850.0905008143413),5
Evening,POINT (623.9493937237074 2138.985057793726),58
Evening,POINT (624.0937213326744 3410.394106108194),11
Evening,POINT (624.2861432002106 3409.108150958932),101
Evening,POINT (624.341961131554 3857.3659757407513),18
Evening,POINT (624.3445243017327 3408.7179901155564),1
Evening,POINT (624.3577052585524 3857.654521767335),12
Evening,POINT (624.4502538105974 3859.3506791320074),1
Evening,POINT (624.6758930335952 4059.6995977888023),30
Evening,POINT (624.7941609893063 3865.653540506299),357
Evening,POINT (624.9108171921328 3404.933455292542),117
Evening,POINT (625.1036461070829 3403.644779845819),9
Evening,POINT (625.5037811123793 3878.6589022464254),321
Evening,POINT (625.5053339733918 4054.407096127693),53
Evening,POINT (625.9469399108451 4047.2507915074384),294
Evening,POINT (625.9938483436001 2146.9690164082444),9
Evening,POINT (626.0263760559053 3888.236613000574),20
Evening,POINT (626.1561684853327 4043.86020436332),321
Evening,POINT (626.3232813040418 3395.4939590382264),56
Evening,POINT (626.4208548040853 4039.570914376119),11
Evening,POINT (626.5021538466519 4478.576143046458),208
Evening,POINT (626.5922520603804 3898.607545135905),320
Evening,POINT (626.7114304620062 3901.563922605353),109
Evening,POINT (626.7598313336202 4056.4917927074116),43
Evening,POINT (627.1489605090659 2151.9618050635745),1
Evening,POINT (627.150391305344 4027.748642545467),3
Evening,POINT (627.1763827349313 3389.792683024531),90
Evening,POINT (627.3232667216573 3916.7643384242724),43
Evening,POINT (627.3377677282831 4024.7121734958455),55
Evening,POINT (627.3911917812031 2153.639181276849),9
Evening,POINT (627.4454324720498 4022.967446720432),1
Evening,POINT (627.4729462122729 4022.5215815506513),1
Evening,POINT (627.4934719644735 3920.9929051764952),64
Evening,POINT (627.5107090240065 3921.4211414378524),19
Evening,POINT (627.6074709579874 3923.8250879329375),314
Evening,POINT (627.6694947943543 3925.366003641329),555
Evening,POINT (627.835061406779 2156.712840367877),5
Evening,POINT (627.8509420664884 3929.873866557495),100
Evening,POINT (627.8928304854992 4015.717280454089),7
Evening,POINT (627.9325045041122 3931.90019786351),23
Evening,POINT (627.9512162828936 1610.3627706847647),23
Evening,POINT (628.0089656039461 4013.83528971477),11
Evening,POINT (628.046087188448 3383.980449027139),18
Evening,POINT (628.0796934984738 2158.4068415098095),2
Evening,POINT (628.0832833571017 3935.646136790776),91
Evening,POINT (628.1010576092273 4012.342922001865),5
Evening,POINT (628.108074245777 3936.2620398374493),5
Evening,POINT (628.109686589069 4012.203087812439),321
Evening,POINT (628.1497898135029 4011.553207758836),389
Evening,POINT (628.2581680295708 2159.6427221229774),22
Evening,POINT (628.2603940484433 4009.760845993756),4
Evening,POINT (628.3119176139558 3941.32630974524),44
Evening,POINT (628.3371029781583 3382.0355907941007),70
Evening,POINT (628.4219029892522 4007.1435642017836),23
Evening,POINT (628.6111517598127 4056.4317166369756),22
Evening,POINT (628.6853108474921 2162.6005532738877),33
Evening,POINT (628.690824941377 2162.6387366588756),321
Evening,POINT (628.7688619717303 4001.5210307194084),2
Evening,POINT (628.99062798066 3958.1881410469628),14
Evening,POINT (629.0027116782109 3958.4883475556608),25
Evening,POINT (629.0102624702707 3958.6759388879186),1
Evening,POINT (629.0803564685235 3960.4173491149963),321
Evening,POINT (629.1009431035847 3960.928801988711),8
Evening,POINT (629.1024998407094 3960.967477453335),28
Evening,POINT (629.181576159479 3962.932043802206),321
Evening,POINT (629.2274283518273 2166.354548365224),208
Evening,POINT (629.3067233779997 3375.555618626851),8
Evening,POINT (629.4199314237512 3990.9703317082635),6
Evening,POINT (629.4316507860289 3969.1448797519497),11
Evening,POINT (629.4321340465397 2167.7720716271992),6
Evening,POINT (629.4963127135786 2168.2164889336063),322
Evening,POINT (629.7248662036598 3976.4295023976374),20
Evening,POINT (629.7453084857875 3976.9373689775066),47
Evening,POINT (629.7804962102762 3985.1273136940813),7
Evening,POINT (629.8158123857519 3978.688962773083),12
Evening,POINT (629.8220673432005 1595.516401371239),8
Evening,POINT (63.02418433461696 4726.658832443546),7
Evening,POINT (63.43081776575146 1384.251791281545),28
Evening,POINT (63.44750699861245 1384.005793497544),7
Evening,POINT (630.0185573327557 3370.798433015577),319
Evening,POINT (630.057443387326 1593.6485457451095),433
Evening,POINT (630.184496611367 2172.9819483655106),2
Evening,POINT (630.2854470368525 2173.6809986612684),5
Evening,POINT (630.3224039114851 1591.5459188291397),10
Evening,POINT (630.4481526913623 1050.5536398453812),87
Evening,POINT (630.9863004234013 1586.2774861831697),1
Evening,POINT (631.032161007941 2178.8517606449395),5
Evening,POINT (631.326864093923 2180.8924878476787),21
Evening,POINT (631.3681667933172 2181.1784961937383),4
Evening,POINT (631.5130723031391 2001.4772026036535),401
Evening,POINT (631.6018425584938 1581.3927756578325),14
Evening,POINT (631.6109560584732 2182.8597363351037),1
Evening,POINT (631.8489217737136 3358.566109278089),1
Evening,POINT (631.9599909210783 4056.3230454990758),2
Evening,POINT (632.0503166885075 3357.220187262934),22
Evening,POINT (632.3694637453593 1050.1344411213056),3
Evening,POINT (632.4851800453713 1574.3829420922923),15
Evening,POINT (632.5131524662587 2189.1071658299356),212
Evening,POINT (633.0931721018278 1569.5581461470908),66
Evening,POINT (633.1195830535287 3350.074281209546),321
Evening,POINT (633.2223393839365 2194.018064641564),1
Evening,POINT (633.3523285227682 3348.5188434702277),321
Evening,POINT (633.5267136207308 3665.3274119769676),4
Evening,POINT (633.574535951257 3038.4608470084177),474
Evening,POINT (633.5765946159906 3039.5096720576744),321
Evening,POINT (633.6147157758791 3040.611492936899),321
Evening,POINT (633.707284484272 3036.712721789781),32
Evening,POINT (633.7321265269259 1564.4876445070727),1
Evening,POINT (633.8165014827114 2198.1324523608732),31
Evening,POINT (633.8447899070184 2198.3283409000564),5
Evening,POINT (633.8658130831433 3345.0872266642205),52
Evening,POINT (633.908312957749 1563.0894953569184),109
Evening,POINT (633.946383014452 3050.1977145913343),16
Evening,POINT (634.0670771736393 2199.8676110787333),288
Evening,POINT (634.2050348383417 3342.8202080117962),6
Evening,POINT (634.2171744522224 2200.9069880450147),321
Evening,POINT (634.2315634398999 3342.6429173939814),5
Evening,POINT (634.2660965728097 3342.4121325011097),9
Evening,POINT (634.2984831525324 1559.9932516581098),1
Evening,POINT (634.3055187736168 3060.577862495607),320
Evening,POINT (634.3747499133723 2201.9981490994746),321
Evening,POINT (634.3977651502133 3027.6199910627565),281
Evening,POINT (634.4078263971139 3063.5348731427925),122
Evening,POINT (634.6467265241713 3070.4398348179293),321
Evening,POINT (634.8757255189201 3021.3258757526387),1
Evening,POINT (634.9338464823368 3078.7385005897736),57
Evening,POINT (635.00434900455 3019.6320720334443),5
Evening,POINT (635.0262301085543 3019.3439264031103),22
Evening,POINT (635.0622131769492 3337.091686027878),1
Evening,POINT (635.0738320390923 1553.8403749481854),1
Evening,POINT (635.080178732051 3082.9679607770063),9
Evening,POINT (635.0949981210321 3083.396287518493),64
Evening,POINT (635.1781882228872 3085.8007419327114),516
Evening,POINT (635.1823561964211 3017.2879492462394),5
Evening,POINT (635.2243694022582 3087.135522611134),2
Evening,POINT (635.2315125938718 3087.3419832143095),876
Evening,POINT (635.3422304451616 4056.213290506366),1
Evening,POINT (635.3875100654925 3091.850798576726),111
Evening,POINT (635.4031538386978 3334.8131799246885),102
Evening,POINT (635.4576325528625 3093.877558017244),20
Evening,POINT (635.5779459835896 3012.078547172423),7
Evening,POINT (635.5872631588428 3097.6242884072394),15
Evening,POINT (635.6085768766358 3098.2403215853205),3
Evening,POINT (635.6254837606818 1549.4626746785464),18
Evening,POINT (635.6314269132074 3011.3742730109125),3
Evening,POINT (635.6459683231691 3665.325532265395),103
Evening,POINT (635.745710771316 2211.4916266020077),17
Evening,POINT (635.783829167114 3103.3056615001124),49
Evening,POINT (635.7964197386565 3103.6695684391325),1
Evening,POINT (635.9960089783616 3006.5732022353377),322
Evening,POINT (636.0300091795333 3006.125463885565),5
Evening,POINT (636.1384569725824 3004.6973477502765),326
Evening,POINT (636.3673435948776 3120.1710554629644),21
Evening,POINT (636.3777324326023 3120.4713254009575),32
Evening,POINT (636.384224150313 3120.6589563685516),1
Evening,POINT (636.4151134050339 3327.370980616448),6
Evening,POINT (636.4227356082488 3000.9537685118394),321
Evening,POINT (636.4256568328551 3000.9152997899064),33
Evening,POINT (636.4444867620051 3122.400734530428),640
Evening,POINT (636.4621859149378 3122.9122954667396),18
Evening,POINT (636.5550952960978 3124.3819193524155),27
Evening,POINT (636.5890889016681 3124.913122710093),321
Evening,POINT (636.6519460720745 2997.9353653469343),23
Evening,POINT (636.7026362268714 2997.2678420536463),321
Evening,POINT (636.7464972717376 2996.690249240342),2
Evening,POINT (636.8760970392992 2994.9835891601256),4
Evening,POINT (636.986180222345 3131.1182968688354),10
Evening,POINT (637.1112477094497 2991.8869612175567),10
Evening,POINT (637.2097038382627 2990.590422281883),100
Evening,POINT (637.2302139457067 2221.7713493284873),320
Evening,POINT (637.2395755847815 2990.1970503008292),1
