currentLocation,participantId
POINT (-491.9235904867716 3564.816204426501),328
POINT (-235.25227078092954 3884.095403703897),373
POINT (-3809.680591062471 6356.633184239277),623
POINT (-223.355367528921 3885.847440503784),804
POINT (-213.33285300633344 3888.8705662816974),223
POINT (-216.19050668076318 3876.525281216426),257
POINT (-515.2051150248396 3546.146914165562),294
POINT (-252.79817405254266 5012.938259414128),335
POINT (-230.57382048789495 3874.672800030705),370
POINT (-245.9667678984396 5028.413070392061),536
POINT (-220.09742728274955 3881.7158246747717),996
POINT (960.1079092080369 4002.1904174441233),176
POINT (-263.6066336084361 5023.207330190158),650
POINT (-1602.8146448678112 3891.7731435297915),997
POINT (1795.6276682090001 4340.201578595402),68
POINT (1806.615807763214 4334.764589417643),245
POINT (-498.19688365153894 3548.242519975017),321
POINT (-3903.6454896092187 5952.8625297007475),344
POINT (-1515.876110936901 3828.1436697381714),386
POINT (-231.59568671272794 3868.378574479764),434
POINT (-238.3779751028948 3875.567796240009),573
POINT (-220.84071664721526 3868.88531959494),943
POINT (-3220.680369934169 6499.216168642069),765
POINT (-265.18113538501456 5032.580153566892),894
POINT (1815.028002207691 4339.453503295904),35
POINT (-234.18280791607293 3871.4145891048306),253
POINT (-3908.889144529694 5972.698411291829),974
POINT (-501.6843118781964 3544.5722104011024),92
POINT (-3892.500516606914 5959.133405855642),205
POINT (-227.6976823077428 3863.157987896445),796
POINT (-224.03753648341745 3887.1839723145063),178
POINT (-230.5928016734449 3881.4347095483927),53
POINT (770.7358168509896 946.5616033312494),191
POINT (-1527.6132463117642 3824.1150451935537),571
POINT (-264.569672944478 5038.696165456072),905
POINT (-259.1325004742711 5013.506345672689),105
POINT (-257.88926002256045 5015.888258004693),19
POINT (1795.839576499523 4324.663729111967),212
POINT (-3913.058265920452 5976.41507077531),516
POINT (-508.9125339657167 3551.1910656245464),556
POINT (-3903.7914660025685 5978.507784882785),270
POINT (-1715.8203334010764 3874.907348394481),465
POINT (1803.5404125483858 4328.018932441136),77
POINT (952.3992683441534 3999.845889267007),781
POINT (-3902.48900936636 5957.206337975562),354
POINT (-3913.070508318641 5976.281076124416),778
POINT (-3796.458118202527 6353.487460677376),419
POINT (-1538.6887134634062 3801.0945083786582),287
POINT (-225.4265185479643 3863.1767518632782),457
POINT (-1510.7290029390967 3816.314484273068),12
POINT (-3223.3772307736767 6482.82935536053),476
POINT (-499.2687080331895 3559.4328746863325),87
POINT (-220.03794874867498 3873.991812827985),928
POINT (-3897.4787040057145 5975.040966458688),964
POINT (-1604.10875689424 3872.21151936375),453
POINT (-260.6505823445773 5022.956026032018),224
POINT (-234.07484298303078 3878.8644635562546),396
POINT (-3805.9840415288572 6376.500159583901),516
POINT (-3796.717241610974 6378.592873691377),270
POINT (952.440058713363 3993.937221981193),39
POINT (1821.8438120540395 4344.934046963713),193
POINT (-3209.0330727731907 6477.0270422671765),354
POINT (-492.5233780008331 3547.5335216835756),581
POINT (-239.9615835033642 3863.5450007026284),212
POINT (-3219.6145717254717 6496.101780416031),778
POINT (-503.3315035348442 3565.6177799443662),587
POINT (-3903.532342594122 5953.402371868784),419
POINT (958.098262361841 3980.4499801898924),77
POINT (-237.95974147218894 3886.296113108912),781
POINT (-500.9322925307366 3536.6956928866543),457
POINT (-1622.0489292968819 3895.92273604146),465
POINT (-258.2994179367857 5034.0110402162045),87
POINT (-1610.2723681890352 3875.528045319545),435
POINT (-211.69266841790832 3879.096691784812),12
POINT (-1614.3497556099605 3893.4340163962565),261
POINT (-251.55408790442925 5022.111687213448),581
POINT (-3893.1246840136187 5966.792918124899),619
POINT (1796.3167892830486 4343.716657122052),822
POINT (-1596.9345432425869 3898.9174643573238),437
POINT (-229.18535223967325 3873.6458610083046),245
POINT (-254.5744326350435 5022.088919381234),928
POINT (-213.9573479488477 3883.8153185543742),193
POINT (-1608.2719433528673 3871.6155327326237),457
POINT (760.051262858263 940.084405891519),144
POINT (-261.05486075317236 5036.821605288662),270
POINT (-3809.758942975251 6363.093739877507),476
POINT (-226.64691636468652 3867.84499909311),644
POINT (-3917.8947082908944 5975.0684924940015),939
POINT (-225.21592023059517 3867.4230518281897),354
POINT (-489.5948924204564 3563.9976245113544),437
POINT (-274.020854606207 5030.695035265962),822
POINT (1808.244999483921 4331.049644253439),120
POINT (-3803.737510098684 6358.752129818222),940
POINT (-224.25527429446697 3882.9050799337483),266
POINT (-256.8199063306195 5038.609227033468),75
POINT (969.000283323332 3982.8207333614555),139
POINT (-1695.1771444565304 3865.0653985557215),358
POINT (-3903.419387915976 5960.877893863057),775
POINT (-3201.216446929985 6482.916152071742),994
POINT (-3794.5778758459205 6379.303304671686),1003
POINT (-232.72448689167658 3876.008539579521),503
POINT (-3899.468610021877 5955.051517369841),343
POINT (-1698.3796684571732 3878.806680212651),374
POINT (-215.5491771559603 3873.815663695728),387
POINT (-3198.0937681079245 6478.498015822207),391
POINT (-488.2202613527708 3564.765319418222),393
POINT (-219.15928288357972 3877.7045460876743),467
POINT (-3217.5727203085576 6473.645583995674),740
POINT (-1519.1953640442637 3809.983390407749),424
POINT (-248.59739110759804 5030.469254780528),430
POINT (-1621.5756701673438 3876.1650629991814),686
POINT (-3795.907921900529 6365.1549314746535),687
POINT (-3221.542333933767 6495.2319662232785),870
POINT (-3905.545979190934 5977.992675949158),917
POINT (-255.4965276440055 5035.030013662072),8
POINT (-1531.8249314979225 3803.827535626541),398
POINT (-1696.9693696042052 3865.5594636211777),488
POINT (-3784.6579085969174 6378.992365797256),517
POINT (-506.2718343562237 3565.727029079163),582
POINT (-3809.240816939233 6357.775002323058),783
POINT (-3207.987842693717 6491.731793009411),866
POINT (-3791.1636008948335 6380.080071045694),912
POINT (-496.1500476258843 3561.24822611287),918
POINT (-3913.3673233259565 5957.8903551410685),967
POINT (-249.57472424722107 5030.783104857484),56
POINT (965.2537585336657 4002.915429775012),113
POINT (1811.6582898599233 4328.735049027313),250
POINT (-3804.0771734347727 6365.045800596163),282
POINT (-226.90587900870645 3868.571007888664),330
POINT (-516.3117979894649 3548.071014879005),472
POINT (-227.49807071028013 3884.10837876356),654
POINT (1810.578134024231 4333.6262378459305),16
POINT (-509.5815891740298 3556.2158304191353),125
POINT (-489.3858733199753 3545.331727919033),405
POINT (1819.3836606813395 4344.675179431388),186
POINT (-1519.084505800655 3827.8862689936586),445
POINT (-1616.8174260659687 3893.3663546595544),456
POINT (-3212.7088232568863 6486.388417403641),458
POINT (-507.7142405551192 3543.6952227268393),473
POINT (-235.91182809827018 3868.3473542702004),484
POINT (-235.22541032226553 3891.7451154846126),737
POINT (-3915.4122207276305 5959.260257360695),935
POINT (972.0538349276837 3995.288706396139),36
POINT (-230.3232105512962 3878.19853891029),463
POINT (-3896.98142741092 5964.0845034527965),466
POINT (-3223.33289976529 6486.312272667071),722
POINT (-1605.9388291928665 3894.453102858402),776
POINT (-493.29887721671736 3566.118936919736),819
POINT (-269.76383383020215 5016.904237826543),949
POINT (-258.57402036978596 5035.281078867754),178
POINT (1817.7801866223667 4344.030092852499),188
POINT (-251.39099324994436 5015.638753730093),243
POINT (-508.3345762990365 3539.778746173433),395
POINT (-1605.0258071201142 3874.6679608265636),498
POINT (-3211.1254376329784 6479.75955074237),548
POINT (-1524.6246316789893 3807.8439068013217),705
POINT (-3901.1832654699883 5971.558069318794),742
POINT (-273.35873079916666 5019.2049371995845),15
POINT (971.2040303469305 3983.20317908657),108
POINT (1800.3684080374055 4349.774158326362),210
POINT (-231.4241384100967 3887.185274529699),401
POINT (-3783.989879605455 6353.576809624971),538
POINT (-3793.932372338393 6376.477951899399),562
POINT (-3803.9219151404154 6361.478606350973),606
POINT (-271.15506525759986 5031.112984451681),681
POINT (-261.714008669472 5016.1329985948105),696
POINT (-3200.7497138808117 6486.276757466786),726
POINT (-1510.6202776467512 3824.7841527511678),777
POINT (-3785.135596215243 6379.0175445826),784
POINT (-3782.6993422625324 6358.2118413143),843
POINT (-1688.2840907378227 3860.7377660184247),873
POINT (-3197.873247931995 6496.375154728909),995
POINT (-237.25500618452776 3873.6531896564406),65
POINT (1796.1500318107335 4327.427818939017),179
POINT (-236.4581638781566 3886.7596503117816),218
POINT (-511.9043894325166 3550.9150877898714),246
POINT (1799.6054920920153 4343.0298393808125),247
POINT (-228.34035140798093 3877.641377617894),452
POINT (-3212.900056742298 6502.458509396945),532
POINT (-3909.1862201309086 5955.874496084639),596
POINT (-3207.172520071517 6495.4514309427705),804
POINT (-3913.2145870451786 5962.480760102925),850
POINT (-1521.7236420394534 3808.6581673968976),871
POINT (-250.1574219998745 5012.45875655328),921
POINT (-3893.404395005623 5965.916513664447),968
POINT (1809.7906877413018 4343.171557494495),97
POINT (-233.20046068491928 3868.1458995474222),115
POINT (-3899.488777935129 5980.784533329988),340
POINT (-1710.7614956814186 3870.759054797164),462
POINT (-3215.682431487415 6482.357266980516),592
POINT (-501.25155424016697 3550.8843058327557),613
POINT (-3892.272082205645 5982.612753535073),814
POINT (-1536.3991828829007 3805.673470012632),985
POINT (-215.9382228757343 3863.3809861041436),41
POINT (-270.10990879159607 5026.27480304101),190
POINT (-495.8148170033346 3538.676954007452),292
POINT (-3200.024572802432 6477.46110161395),313
POINT (-1708.212515621825 3855.8019677021302),434
POINT (-251.4385056917452 5038.737477970796),569
POINT (-261.5490875157355 5036.018417118745),725
POINT (-1510.6668809452121 3808.7296098241727),1010
POINT (-266.3890177128497 5020.931854170075),158
POINT (-1513.890792792036 3806.2199450977573),296
POINT (-1697.4858862328513 3859.228378403492),303
POINT (-1517.861241334027 3818.8400189877075),371
POINT (-502.9327173669045 3540.6082054735757),435
POINT (-3206.5413742584105 6474.087359229622),528
POINT (-3888.703373147836 5970.099249986184),536
POINT (-3806.220034381055 6377.753191591986),600
POINT (-1513.6284458955479 3813.0245798534365),714
POINT (-1613.6816107115906 3876.1012916959467),741
POINT (-275.3269591302597 5031.466569139691),857
POINT (-3223.865408813093 6488.536008177967),874
POINT (-1519.8060836449454 3811.218217836644),1008
POINT (972.6388195957345 3994.891318814267),135
POINT (-262.6907671101137 5030.280857946824),150
POINT (-3903.765713593705 5965.5619110091375),259
POINT (-3793.367833977486 6382.262346732996),310
POINT (-219.00461143886548 3871.739314381512),390
POINT (-1615.6651798306596 3879.014599158762),443
POINT (-217.96948022957383 3877.515432563442),554
POINT (-3224.4052888041715 6481.1098400005885),593
POINT (-3901.4671147308354 5975.122599247434),601
POINT (-232.94955508179459 3874.7395500464436),620
POINT (-3204.4845069770545 6479.398258770033),766
POINT (952.1260545021283 3983.546166394539),769
POINT (968.0968238687199 3988.7010484717566),786
POINT (-212.6483910615005 3874.1525038509717),906
POINT (-3797.7153912589997 6380.41621675926),978
POINT (-260.7150217817926 5019.150375930974),92
POINT (-262.57833010255445 5017.321051393309),175
POINT (967.7390218804364 3995.184863561255),196
POINT (-3916.833167366846 5963.008651068915),476
POINT (-1620.849075009216 3873.850823090103),502
POINT (-1520.8443434681367 3816.7662847348083),551
POINT (-273.7272386218935 5026.721301700893),648
POINT (-488.44226873271407 3543.363705698415),652
POINT (-1611.7281188109491 3880.7384262270302),721
POINT (-3211.15693129672 6490.487670861844),895
POINT (-3799.2893205999526 6356.640313601971),972
POINT (-3209.290995144313 6502.467576491314),989
POINT (-248.80050004525478 5030.136593622361),22
POINT (756.1753992899327 933.6143528814255),68
POINT (1816.9702327260977 4336.360313307647),106
POINT (-1608.2888526446347 3889.5982317188254),149
POINT (-259.1944418206634 5017.77139726679),333
POINT (-507.9343614308879 3562.7548932823306),421
POINT (-1696.685281374289 3856.311241227374),797
POINT (-3907.917740634411 5974.266333161015),894
POINT (-3893.122109379538 5964.762111541477),942
POINT (-3917.8545059044627 5977.22384990808),990
POINT (-3911.665114350315 5961.774622324698),3
POINT (-3782.6615822091367 6360.677089182772),42
POINT (1811.198495851424 4350.078855434089),93
POINT (-3790.6943191718015 6360.892962828061),163
POINT (1801.9499862305988 4345.789176612659),165
POINT (-1705.4684007527114 3855.2106754057827),252
POINT (-1614.8630755109355 3880.1911977327636),326
POINT (-508.2728767165946 3546.5967775824483),399
POINT (-505.1645399983929 3547.187959224803),450
POINT (-504.6923262457647 3540.3082310766804),451
POINT (-246.20423072121014 5023.278702051276),590
POINT (-1614.9770018112229 3873.2494639265055),624
POINT (-234.86277906911178 3874.7305751178133),635
POINT (-490.8303950773607 3546.3178417807944),718
POINT (-1704.0308956806662 3863.972134532852),752
POINT (966.0844732865729 3998.8090208236617),7
POINT (761.5547274670006 923.5676406993158),9
POINT (-231.91617527448275 3879.853997283481),58
POINT (-3901.6505772199794 5957.54124976878),124
POINT (1803.6103315470127 4340.405876077622),198
POINT (-222.6963201861582 3883.9848296352425),207
POINT (-247.86933689270197 5036.967672834946),223
POINT (-1622.5447658469702 3881.0667540115314),294
POINT (-1512.3706148401943 3807.9294149639904),305
POINT (-3894.32660691816 5977.520774446119),475
POINT (-266.98170379505393 5038.317633246157),518
POINT (-3197.733881717934 6484.318025584876),519
POINT (-255.34613534750935 5040.505934695368),530
POINT (-3790.32620029457 6374.5693015174775),627
POINT (-3207.226264507878 6495.860870884617),690
POINT (-1539.1221191645725 3804.475932170714),711
POINT (773.6731355020604 936.4318108868073),21
POINT (-3788.6083425113598 6378.85735370875),38
POINT (954.4482379899074 3992.942588846254),40
POINT (976.1403581452071 4004.78323306786),96
POINT (-3798.107165986249 6366.228142904212),531
POINT (-1702.5124365253607 3857.1893536311254),563
POINT (-513.7513160151707 3544.114647570377),612
POINT (-257.38630245587774 5039.702135568135),630
POINT (-1516.2313562177094 3812.1460493274253),660
POINT (-1514.6199854398956 3811.9533428800555),716
POINT (-237.0623189148313 3890.5856141945724),841
POINT (-506.17119901685504 3551.0127098806697),944
POINT (-3893.7515091562673 5973.559020535735),959
POINT (1808.0916629117655 4338.387160253431),999
POINT (-233.94383385691015 3891.078643024324),2
POINT (967.6057916201879 3982.208162255911),82
POINT (-235.93493955824658 3872.855345240958),99
POINT (-223.0548403471017 3881.4963799340517),119
POINT (-3917.1283635881764 5953.577722064492),123
POINT (1794.8957263783127 4347.313496349634),136
POINT (-1519.7726973478877 3813.631830568305),408
POINT (967.51806673443 4006.4769350557413),583
POINT (-1519.6169544972342 3823.8100233979812),614
POINT (780.7866362690006 924.0716602134177),889
POINT (-3806.9602213177177 6368.618943466939),893
POINT (1812.905101244117 4345.34953745732),952
POINT (-272.069448132373 5014.351388713655),14
POINT (-507.8910158422946 3562.779880232548),34
POINT (957.9197631007767 4004.7457053513617),67
POINT (-226.67242909201875 3863.7685592568882),117
POINT (-514.2842078793605 3553.456263028761),258
POINT (-3900.9486207873438 5952.877050349132),319
